value,label
24,l_acr
23,r_acr
18,l_alic
17,r_alic
4,cc_body
16,l_cp
15,r_cp
36,l_cgc
35,r_cgc
38,l_cgh
37,r_cgh
8,l_cst
7,r_cst
34,l_ec
33,r_ec
6,fx
40,l_fx_st
39,r_fx_st
3,cc_genu
12,l_icp
11,r_icp
10,l_ml
9,r_ml
1,mcp
2,mcp_pons
28,l_pcr
27,r_pcr
20,l_plic
19,r_plic
30,l_ptr
29,r_ptr
22,l_rlic
21,r_rlic
32,l_sag
31,r_sag
5,cc_splen
14,l_scp
13,r_scp
26,l_scr
25,r_scr
44,l_sfo
43,r_sfo
42,l_slf
41,r_slf
48,l_tap
47,r_tap
46,l_unc
45,r_unc
