value	icv	nonbrain	brain	cerebrum	cerebrum_gm	cerebrum_wm	cerebrum_left	cerebrum_left_gm	cerebrum_right_wm	cerebrum_right	cerebrum_right_gm	cerebrum_right_wm	cerebellum	cerebellum_gm	cerebellum_wm	cerebellum_left	cerebellum_left_gm	cerebellum_right_wm	cerebellum_right	cerebellum_right_gm	cerebellum_right_wm	frontal	frontal_gm	frontal_wm	frontal_left	frontal_left_gm	frontal_left_wm	frontal_right	frontal_right_gm	frontal_right_wm	temporal	temporal_gm	temporal_wm	temporal_left	temporal_left_gm	temporal_left_wm	temporal_right	temporal_right_gm	temporal_right_wm	parietal	parietal_gm	parietal_wm	parietal_left	parietal_left_gm	parietal_left_wm	parietal_right	parietal_right_gm	parietal_right_wm	occipital	occipital_gm	occipital_wm	occipital_left	occipital_left_gm	occipital_left_wm	occipital_right	occipital_right_gm	occipital_right_wm	basal_ganglia	basal_ganglia_left	basal_ganglia_right	caudate	caudate_left	caudate_right	putamen	putamen_left	putamen_right	pallidum	pallidum_left	pallidum_right	accumbens	accumbens_left	accumbens_right	thalamus	thalamus_left	thalamus_right	ventralDC	ventralDC_left	ventralDC_right	hippocampus	hippocampus_left	hippocampus_right	amygdala	amygdala_left	amygdala_right	corpus_callosum	vermis	brainstem	banks_sts	banks_sts_gm	banks_sts_wm	banks_sts_left	banks_sts_left_gm	banks_sts_left_wm	banks_sts_right	banks_sts_right_gm	banks_sts_right_wm	caudal_acc	caudal_acc_gm	caudal_acc_wm	caudal_acc_left	caudal_acc_left_gm	caudal_acc_left_wm	caudal_acc_right	caudal_acc_right_gm	caudal_acc_right_wm	caudal_middle_frontal	caudal_middle_frontal_gm	caudal_middle_frontal_wm	caudal_middle_frontal_left	caudal_middle_frontal_left_gm	caudal_middle_frontal_left_wm	caudal_middle_frontal_right	caudal_middle_frontal_right_gm	caudal_middle_frontal_right_wm	cuneus	cuneus_gm	cuneus_wm	cuneus_left	cuneus_left_gm	cuneus_left_wm	cuneus_right	cuneus_right_gm	cuneus_right_wm	entorhinal	entorhinal_gm	entorhinal_wm	entorhinal_left	entorhinal_left_gm	entorhinal_left_wm	entorhinal_right	entorhinal_right_gm	entorhinal_right_wm	frontal_operculum	frontal_operculum_gm	frontal_operculum_wm	frontal_operculum_left	frontal_operculum_left_gm	frontal_operculum_left_wm	frontal_operculum_right	frontal_operculum_right_gm	frontal_operculum_right_wm	frontal_pole	frontal_pole_gm	frontal_pole_wm	frontal_pole_left	frontal_pole_left_gm	frontal_pole_left_wm	frontal_pole_right	frontal_pole_right_gm	frontal_pole_right_wm	fusiform	fusiform_gm	fusiform_wm	fusiform_left	fusiform_left_gm	fusiform_left_wm	fusiform_right	fusiform_right_gm	fusiform_right_wm	fusiform_occipital	fusiform_occipital_gm	fusiform_occipital_wm	fusiform_occipital_left	fusiform_occipital_left_gm	fusiform_occipital_left_wm	fusiform_occipital_right	fusiform_occipital_right_gm	fusiform_occipital_right_wm	inferior_parietal	inferior_parietal_gm	inferior_parietal_wm	inferior_parietal_left	inferior_parietal_left_gm	inferior_parietal_left_wm	inferior_parietal_right	inferior_parietal_right_gm	inferior_parietal_right_wm	inferior_temporal	inferior_temporal_gm	inferior_temporal_wm	inferior_temporal_left	inferior_temporal_left_gm	inferior_temporal_left_wm	inferior_temporal_right	inferior_temporal_right_gm	inferior_temporal_right_wm	insula	insula_gm	insula_wm	insula_left	insula_left_gm	insula_left_wm	insula_right	insula_right_gm	insula_right_wm	isthmus	isthmus_gm	isthmus_wm	isthmus_left	isthmus_left_gm	isthmus_left_wm	isthmus_right	isthmus_right_gm	isthmus_right_wm	lateral_occipital	lateral_occipital_gm	lateral_occipital_wm	lateral_occipital_left	lateral_occipital_left_gm	lateral_occipital_left_wm	lateral_occipital_right	lateral_occipital_right_gm	lateral_occipital_right_wm	lateral_ofc	lateral_ofc_gm	lateral_ofc_wm	lateral_ofc_left	lateral_ofc_left_gm	lateral_ofc_left_wm	lateral_ofc_right	lateral_ofc_right_gm	lateral_ofc_right_wm	lingual	lingual_gm	lingual_wm	lingual_left	lingual_left_gm	lingual_left_wm	lingual_right	lingual_right_gm	lingual_right_wm	medial_frontal	medial_frontal_gm	medial_frontal_wm	medial_frontal_left	medial_frontal_left_gm	medial_frontal_left_wm	medial_frontal_right	medial_frontal_right_gm	medial_frontal_right_wm	medial_ofc	medial_ofc_gm	medial_ofc_wm	medial_ofc_left	medial_ofc_left_gm	medial_ofc_left_wm	medial_ofc_right	medial_ofc_right_gm	medial_ofc_right_wm	medial_precentral	medial_precentral_gm	medial_precentral_wm	medial_precentral_left	medial_precentral_left_gm	medial_precentral_left_wm	medial_precentral_right	medial_precentral_right_gm	medial_precentral_right_wm	middle_frontal	middle_frontal_gm	middle_frontal_wm	middle_frontal_left	middle_frontal_left_gm	middle_frontal_left_wm	middle_frontal_right	middle_frontal_right_gm	middle_frontal_right_wm	middle_occipital	middle_occipital_gm	middle_occipital_wm	middle_occipital_left	middle_occipital_left_gm	middle_occipital_left_wm	middle_occipital_right	middle_occipital_right_gm	middle_occipital_right_wm	middle_temporal	middle_temporal_gm	middle_temporal_wm	middle_temporal_left	middle_temporal_left_gm	middle_temporal_left_wm	middle_temporal_right	middle_temporal_right_gm	middle_temporal_right_wm	occipital_pole	occipital_pole_gm	occipital_pole_wm	occipital_pole_left	occipital_pole_left_gm	occipital_pole_left_wm	occipital_pole_right	occipital_pole_right_gm	occipital_pole_right_wm	orbital_inferior_frontal	orbital_inferior_frontal_gm	orbital_inferior_frontal_wm	orbital_inferior_frontal_left	orbital_inferior_frontal_left_gm	orbital_inferior_frontal_left_wm	orbital_inferior_frontal_right	orbital_inferior_frontal_right_gm	orbital_inferior_frontal_right_wm	paracentral	paracentral_gm	paracentral_wm	paracentral_left	paracentral_left_gm	paracentral_left_wm	paracentral_right	paracentral_right_gm	paracentral_right_wm	parahippocampal	parahippocampal_gm	parahippocampal_wm	parahippocampal_left	parahippocampal_left_gm	parahippocampal_left_wm	parahippocampal_right	parahippocampal_right_gm	parahippocampal_right_wm	parietal_operculum	parietal_operculum_gm	parietal_operculum_wm	parietal_operculum_left	parietal_operculum_left_gm	parietal_operculum_left_wm	parietal_operculum_right	parietal_operculum_right_gm	parietal_operculum_right_wm	pars_opercularis	pars_opercularis_gm	pars_opercularis_wm	pars_opercularis_left	pars_opercularis_left_gm	pars_opercularis_left_wm	pars_opercularis_right	pars_opercularis_right_gm	pars_opercularis_right_wm	pars_orbitalis	pars_orbitalis_gm	pars_orbitalis_wm	pars_orbitalis_left	pars_orbitalis_left_gm	pars_orbitalis_left_wm	pars_orbitalis_right	pars_orbitalis_right_gm	pars_orbitalis_right_wm	pars_triangularis	pars_triangularis_gm	pars_triangularis_wm	pars_triangularis_left	pars_triangularis_left_gm	pars_triangularis_left_wm	pars_triangularis_right	pars_triangularis_right_gm	pars_triangularis_right_wm	pericalcarine	pericalcarine_gm	pericalcarine_wm	pericalcarine_left	pericalcarine_left_gm	pericalcarine_left_wm	pericalcarine_right	pericalcarine_right_gm	pericalcarine_right_wm	planum_temporale	planum_temporale_gm	planum_temporale_wm	planum_temporale_left	planum_temporale_left_gm	planum_temporale_left_wm	planum_temporale_right	planum_temporale_right_gm	planum_temporale_right_wm	postcentral	postcentral_gm	postcentral_wm	postcentral_left	postcentral_left_gm	postcentral_left_wm	postcentral_right	postcentral_right_gm	postcentral_right_wm	posterior_cingulate	posterior_cingulate_gm	posterior_cingulate_wm	posterior_cingulate_left	posterior_cingulate_left_gm	posterior_cingulate_left_wm	posterior_cingulate_right	posterior_cingulate_right_gm	posterior_cingulate_right_wm	posterior_insula	posterior_insula_gm	posterior_insula_wm	posterior_insula_left	posterior_insula_left_gm	posterior_insula_left_wm	posterior_insula_right	posterior_insula_right_gm	posterior_insula_right_wm	posterior_ofc	posterior_ofc_gm	posterior_ofc_wm	posterior_ofc_left	posterior_ofc_left_gm	posterior_ofc_left_wm	posterior_ofc_right	posterior_ofc_right_gm	posterior_ofc_right_wm	precentral	precentral_gm	precentral_wm	precentral_left	precentral_left_gm	precentral_left_wm	precentral_right	precentral_right_gm	precentral_right_wm	precuneus	precuneus_gm	precuneus_wm	precuneus_left	precuneus_left_gm	precuneus_left_wm	precuneus_right	precuneus_right_gm	precuneus_right_wm	rostral_acc	rostral_acc_gm	rostral_acc_wm	rostral_acc_left	rostral_acc_left_gm	rostral_acc_left_wm	rostral_acc_right	rostral_acc_right_gm	rostral_acc_right_wm	rostral_middle_frontal	rostral_middle_frontal_gm	rostral_middle_frontal_wm	rostral_middle_frontal_left	rostral_middle_frontal_left_gm	rostral_middle_frontal_left_wm	rostral_middle_frontal_right	rostral_middle_frontal_right_gm	rostral_middle_frontal_right_wm	SFG	SFG_gm	SFG_wm	SFG_left	SFG_left_gm	SFG_left_wm	SFG_right	SFG_right_gm	SFG_right_wm	SMG	SMG_gm	SMG_wm	SMG_left	SMG_left_gm	SMG_left_wm	SMG_right	SMG_right_gm	SMG_right_wm	STG	STG_gm	STG_wm	STG_left	STG_left_gm	STG_left_wm	STG_right	STG_right_gm	STG_right_wm	subcallosal	subcallosal_gm	subcallosal_wm	subcallosal_left	subcallosal_left_gm	subcallosal_left_wm	subcallosal_right	subcallosal_right_gm	subcallosal_right_wm	superior_frontal	superior_frontal_gm	superior_frontal_wm	superior_frontal_left	superior_frontal_left_gm	superior_frontal_left_wm	superior_frontal_right	superior_frontal_right_gm	superior_frontal_right_wm	superior_occipital	superior_occipital_gm	superior_occipital_wm	superior_occipital_left	superior_occipital_left_gm	superior_occipital_left_wm	superior_occipital_right	superior_occipital_right_gm	superior_occipital_right_wm	superior_parietal	superior_parietal_gm	superior_parietal_wm	superior_parietal_left	superior_parietal_left_gm	superior_parietal_left_wm	superior_parietal_right	superior_parietal_right_gm	superior_parietal_right_wm	superior_temporal	superior_temporal_gm	superior_temporal_wm	superior_temporal_left	superior_temporal_left_gm	superior_temporal_left_wm	superior_temporal_right	superior_temporal_right_gm	superior_temporal_right_wm	supplementary_motor	supplementary_motor_gm	supplementary_motor_wm	supplementary_motor_left	supplementary_motor_left_gm	supplementary_motor_left_wm	supplementary_motor_right	supplementary_motor_right_gm	supplementary_motor_right_wm	supramarginal	supramarginal_gm	supramarginal_wm	supramarginal_left	supramarginal_left_gm	supramarginal_left_wm	supramarginal_right	supramarginal_right_gm	supramarginal_right_wm	temporal_pole	temporal_pole_gm	temporal_pole_wm	temporal_pole_left	temporal_pole_left_gm	temporal_pole_left_wm	temporal_pole_right	temporal_pole_right_gm	temporal_pole_right_wm	transverse	transverse_gm	transverse_wm	transverse_left	transverse_left_gm	transverse_left_wm	transverse_right	transverse_right_gm	transverse_right_wm	unknown	unknown_gm	unknown_wm	unknown_left	unknown_left_gm	unknown_left_wm	unknown_right	unknown_right_gm	unknown_right_wm	unsegmented	unsegmented_gm	unsegmented_wm	unsegmented_left	unsegmented_left_gm	unsegmented_left_wm	unsegmented_right	unsegmented_right_gm	unsegmented_right_wm	csf_total	csf_nonventricular	ventricles	lateral_ventricle	lateral_ventricle_left	lateral_ventricle_right	inferior_lateral_ventricle	inferior_lateral_ventricle_left	inferior_lateral_ventricle_right	fourth_ventricle	choroid_plexus	choroid_plexus_left	choroid_plexus_right	optic_chiasm	dura	nerve	venous_blood	pineal
4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
